_symbol,_timestamp,_ask_exchange,_ask_price,_ask_size,_bid_exchange,_bid_price,_bid_size,_conditions,_tape,market_price
META,2023-01-04 00:00:29.698826+00:00,K,124.6,1.0,P,124.5,6.0,['R'],C,124.55
META,2023-01-04 00:02:55.947226+00:00,K,124.6,1.0,C,124.51,1.0,['R'],C,124.555
META,2023-01-04 00:03:56.645931+00:00,K,124.6,1.0,P,124.5,6.0,['R'],C,124.55
META,2023-01-04 00:04:03.040880+00:00,K,124.65,3.0,P,124.5,6.0,['R'],C,124.575
META,2023-01-04 00:04:13.290569+00:00,K,124.65,3.0,P,124.52,1.0,['R'],C,124.58500000000001
META,2023-01-04 00:05:18.475051+00:00,K,124.65,3.0,P,124.65,1.0,['R'],C,124.65
META,2023-01-04 00:05:18.475124+00:00,K,124.65,3.0,P,124.65,2.0,['R'],C,124.65
META,2023-01-04 00:05:18.475182+00:00,K,124.65,3.0,P,124.65,1.0,['R'],C,124.65
META,2023-01-04 00:05:18.475237+00:00,K,124.65,3.0,P,124.65,2.0,['R'],C,124.65
META,2023-01-04 00:05:18.475280+00:00,K,124.65,3.0,P,124.65,1.0,['R'],C,124.65
META,2023-01-04 00:05:18.475333+00:00,K,124.65,3.0,P,124.65,2.0,['R'],C,124.65
META,2023-01-04 00:05:18.475343+00:00,P,124.74,7.0,P,124.65,2.0,['R'],C,124.695
META,2023-01-04 00:05:18.475377+00:00,P,124.74,7.0,P,124.65,1.0,['R'],C,124.695
META,2023-01-04 00:05:18.475431+00:00,P,124.74,7.0,P,124.65,2.0,['R'],C,124.695
META,2023-01-04 00:05:18.475477+00:00,P,124.74,7.0,P,124.65,1.0,['R'],C,124.695
META,2023-01-04 00:05:18.475531+00:00,P,124.74,7.0,P,124.65,2.0,['R'],C,124.695
META,2023-01-04 00:05:18.475577+00:00,P,124.74,7.0,P,124.65,1.0,['R'],C,124.695
META,2023-01-04 00:05:18.475629+00:00,P,124.74,7.0,P,124.65,2.0,['R'],C,124.695
META,2023-01-04 00:05:18.475677+00:00,P,124.74,7.0,P,124.65,1.0,['R'],C,124.695
META,2023-01-04 00:05:18.475754+00:00,P,124.74,7.0,P,124.65,2.0,['R'],C,124.695
META,2023-01-04 00:05:21.641236+00:00,P,124.74,7.0,P,124.52,1.0,['R'],C,124.63
META,2023-01-04 00:05:36.457404+00:00,P,124.73,1.0,P,124.52,1.0,['R'],C,124.625
META,2023-01-04 00:06:06.251552+00:00,C,124.72,1.0,P,124.52,1.0,['R'],C,124.62
META,2023-01-04 00:06:30.276638+00:00,K,124.7,1.0,P,124.52,1.0,['R'],C,124.61
META,2023-01-04 00:06:36.994182+00:00,C,124.72,1.0,P,124.52,1.0,['R'],C,124.62
META,2023-01-04 00:06:54.125169+00:00,C,124.72,1.0,P,124.52,2.0,['R'],C,124.62
META,2023-01-04 00:07:45.235584+00:00,K,124.73,5.0,P,124.52,2.0,['R'],C,124.625
META,2023-01-04 00:08:51.030909+00:00,K,124.72,1.0,P,124.52,2.0,['R'],C,124.62
META,2023-01-04 00:09:09.071832+00:00,K,124.72,1.0,P,124.53,1.0,['R'],C,124.625
META,2023-01-04 00:09:20.126309+00:00,K,124.72,1.0,P,124.52,2.0,['R'],C,124.62
