_symbol,_timestamp,_open,_high,_low,_close,_volume,_trade_count,_vwap
META,2023-01-04 05:00:00+00:00,127.38,129.0498,125.85,127.37,34266523.0,301931.0,127.420754
META,2023-01-05 05:00:00+00:00,126.125,128.52,124.54,126.94,27319373.0,255492.0,126.579632
META,2023-01-06 05:00:00+00:00,128.97,130.33,126.04,130.02,29943202.0,266705.0,129.020298
META,2023-01-09 05:00:00+00:00,131.16,132.95,129.28,129.47,28716578.0,275767.0,130.778163
META,2023-01-10 05:00:00+00:00,127.27,133.44,127.15,132.99,31414556.0,276108.0,131.732787
