_symbol,_timestamp,_ask_exchange,_ask_price,_ask_size,_bid_exchange,_bid_price,_bid_size,_conditions,_tape,market_price
SPY,2023-01-07 00:00:00.874590+00:00,P,387.79,101.0,P,387.75,20.0,['R'],B,387.77
SPY,2023-01-07 00:00:00.875036+00:00,P,387.79,89.0,P,387.75,20.0,['R'],B,387.77
SPY,2023-01-07 00:00:02.780005+00:00,P,387.79,87.0,P,387.75,20.0,['R'],B,387.77
SPY,2023-01-07 00:01:06.597907+00:00,P,387.79,87.0,P,387.76,5.0,['R'],B,387.775
SPY,2023-01-07 00:01:25.211092+00:00,P,387.79,67.0,P,387.76,5.0,['R'],B,387.775
SPY,2023-01-07 00:01:30.576656+00:00,P,387.79,47.0,P,387.76,5.0,['R'],B,387.775
SPY,2023-01-07 00:01:39.979209+00:00,P,387.79,27.0,P,387.76,5.0,['R'],B,387.775
SPY,2023-01-07 00:02:29.195074+00:00,P,387.78,1.0,P,387.76,5.0,['R'],B,387.77
SPY,2023-01-07 00:03:07.357441+00:00,T,387.8,1.0,P,387.76,5.0,['R'],B,387.78
SPY,2023-01-07 00:03:07.357676+00:00,P,387.83,4.0,P,387.76,5.0,['R'],B,387.79499999999996
SPY,2023-01-07 00:03:07.357731+00:00,T,387.8,1.0,P,387.76,5.0,['R'],B,387.78
SPY,2023-01-07 00:03:07.358197+00:00,P,387.83,4.0,P,387.76,5.0,['R'],B,387.79499999999996
SPY,2023-01-07 00:03:07.358318+00:00,P,387.83,4.0,P,387.81,9.0,['R'],B,387.82
SPY,2023-01-07 00:03:26.905743+00:00,P,387.83,104.0,P,387.81,9.0,['R'],B,387.82
SPY,2023-01-07 00:03:32.793638+00:00,P,387.83,104.0,P,387.81,7.0,['R'],B,387.82
SPY,2023-01-07 00:03:59.059890+00:00,P,387.83,104.0,P,387.81,5.0,['R'],B,387.82
SPY,2023-01-07 00:04:31.213075+00:00,P,387.83,103.0,P,387.81,5.0,['R'],B,387.82
SPY,2023-01-07 00:04:59.049427+00:00,P,387.83,3.0,P,387.81,5.0,['R'],B,387.82
SPY,2023-01-07 00:05:03.184400+00:00,P,387.83,3.0,P,387.81,6.0,['R'],B,387.82
SPY,2023-01-07 00:05:05.470509+00:00,P,387.83,3.0,P,387.81,5.0,['R'],B,387.82
SPY,2023-01-07 00:05:05.472013+00:00,P,387.83,3.0,P,387.82,1.0,['R'],B,387.825
SPY,2023-01-07 00:05:19.211399+00:00,P,387.83,3.0,P,387.81,5.0,['R'],B,387.82
SPY,2023-01-07 00:05:19.212923+00:00,P,387.83,2.0,P,387.81,5.0,['R'],B,387.82
SPY,2023-01-07 00:05:24.364804+00:00,P,387.82,1.0,P,387.81,5.0,['R'],B,387.815
SPY,2023-01-07 00:05:37.099553+00:00,P,387.82,51.0,P,387.81,5.0,['R'],B,387.815
SPY,2023-01-07 00:05:49.552160+00:00,P,387.82,50.0,P,387.81,5.0,['R'],B,387.815
SPY,2023-01-07 00:05:49.553654+00:00,P,387.82,50.0,P,387.81,4.0,['R'],B,387.815
SPY,2023-01-07 00:05:51.121165+00:00,P,387.82,50.0,P,387.81,3.0,['R'],B,387.815
SPY,2023-01-07 00:05:55.930440+00:00,P,387.82,50.0,P,387.73,6.0,['R'],B,387.775
SPY,2023-01-07 00:05:55.931222+00:00,T,387.81,1.0,P,387.73,6.0,['R'],B,387.77
