_symbol,_timestamp,_ask_exchange,_ask_price,_ask_size,_bid_exchange,_bid_price,_bid_size,_conditions,_tape,market_price
META,2023-01-17 09:00:00.006974+00:00,T,0.0,0.0,T,135.75,2.0,['R'],C,67.875
META,2023-01-17 09:00:00.007087+00:00,T,136.31,2.0,T,135.75,2.0,['R'],C,136.03
META,2023-01-17 09:00:00.023241+00:00,T,136.31,2.0,K,136.0,1.0,['R'],C,136.155
META,2023-01-17 09:00:00.023403+00:00,T,136.31,2.0,K,136.71,2.0,['R'],C,136.51
META,2023-01-17 09:00:00.024514+00:00,T,136.31,2.0,K,136.71,3.0,['R'],C,136.51
META,2023-01-17 09:00:00.028985+00:00,T,136.31,2.0,K,136.71,4.0,['R'],C,136.51
META,2023-01-17 09:00:00.030180+00:00,T,136.31,2.0,K,136.74,1.0,['R'],C,136.525
META,2023-01-17 09:00:00.052178+00:00,T,136.31,2.0,K,136.71,3.0,['R'],C,136.51
META,2023-01-17 09:00:00.052194+00:00,T,136.31,2.0,K,136.71,1.0,['R'],C,136.51
META,2023-01-17 09:00:00.052201+00:00,T,136.31,2.0,K,136.7,1.0,['R'],C,136.505
META,2023-01-17 09:00:00.086648+00:00,P,136.56,2.0,K,136.7,1.0,['R'],C,136.63
META,2023-01-17 09:00:00.092582+00:00,P,136.58,2.0,K,136.7,1.0,['R'],C,136.64
META,2023-01-17 09:00:00.092590+00:00,K,137.19,2.0,K,136.7,1.0,['R'],C,136.945
META,2023-01-17 09:00:00.112410+00:00,K,137.19,2.0,K,136.0,1.0,['R'],C,136.595
META,2023-01-17 09:00:00.489592+00:00,K,137.19,2.0,P,136.05,1.0,['R'],C,136.62
META,2023-01-17 09:00:00.490426+00:00,P,136.54,1.0,P,136.05,1.0,['R'],C,136.29500000000002
META,2023-01-17 09:00:00.497332+00:00,P,136.54,1.0,K,136.0,1.0,['R'],C,136.26999999999998
META,2023-01-17 09:00:00.651522+00:00,P,136.54,1.0,T,136.19,1.0,['R'],C,136.365
META,2023-01-17 09:00:00.651568+00:00,P,136.54,1.0,K,136.0,1.0,['R'],C,136.26999999999998
META,2023-01-17 09:00:00.651613+00:00,K,137.19,2.0,K,136.0,1.0,['R'],C,136.595
META,2023-01-17 09:00:00.651661+00:00,K,137.19,2.0,P,136.19,1.0,['R'],C,136.69
META,2023-01-17 09:00:00.651761+00:00,K,137.19,2.0,K,136.19,1.0,['R'],C,136.69
META,2023-01-17 09:00:00.656764+00:00,K,137.19,2.0,K,136.0,1.0,['R'],C,136.595
META,2023-01-17 09:00:00.732734+00:00,P,136.81,1.0,K,136.0,1.0,['R'],C,136.405
META,2023-01-17 09:00:00.740621+00:00,K,137.19,2.0,K,136.0,1.0,['R'],C,136.595
META,2023-01-17 09:00:01.006698+00:00,K,137.19,2.0,T,136.04,2.0,['R'],C,136.615
META,2023-01-17 09:00:01.051306+00:00,T,136.73,2.0,T,136.04,2.0,['R'],C,136.385
META,2023-01-17 09:00:01.628590+00:00,T,136.73,2.0,P,136.05,1.0,['R'],C,136.39
META,2023-01-17 09:00:01.640575+00:00,P,136.55,1.0,P,136.05,1.0,['R'],C,136.3
META,2023-01-17 09:00:01.929852+00:00,P,136.55,1.0,T,136.04,2.0,['R'],C,136.29500000000002
META,2023-01-17 09:00:02.004438+00:00,P,136.55,1.0,T,136.06,2.0,['R'],C,136.305
META,2023-01-17 09:00:02.368914+00:00,T,136.65,2.0,T,136.06,2.0,['R'],C,136.35500000000002
META,2023-01-17 09:00:03.004616+00:00,T,136.65,2.0,K,136.0,1.0,['R'],C,136.325
META,2023-01-17 09:00:03.057697+00:00,T,136.65,2.0,T,136.01,2.0,['R'],C,136.32999999999998
META,2023-01-17 09:00:03.265119+00:00,P,136.74,1.0,T,136.01,2.0,['R'],C,136.375
META,2023-01-17 09:00:03.284064+00:00,T,136.64,2.0,T,136.01,2.0,['R'],C,136.325
META,2023-01-17 09:00:03.545730+00:00,T,136.63,2.0,T,136.01,2.0,['R'],C,136.32
META,2023-01-17 09:00:04.018359+00:00,P,136.49,1.0,T,136.01,2.0,['R'],C,136.25
META,2023-01-17 09:00:04.500592+00:00,T,136.63,2.0,T,136.01,2.0,['R'],C,136.32
META,2023-01-17 09:00:05.107612+00:00,K,136.61,2.0,T,136.01,2.0,['R'],C,136.31
META,2023-01-17 09:00:05.136360+00:00,T,136.57,2.0,T,136.01,2.0,['R'],C,136.29
META,2023-01-17 09:00:05.249856+00:00,T,136.54,2.0,T,136.01,2.0,['R'],C,136.27499999999998
META,2023-01-17 09:00:08.176062+00:00,T,136.55,1.0,T,136.01,2.0,['R'],C,136.28
